,OBJECTID,PROVINCIA,DISTRITO,CORREGIMIENTO,CANTIDAD,HOSPITALIZADO,AISLAMIENTO_DOMICILIARIO,FALLECIDO,UCI,RECUPERADO,LONG,LAT,GlobalID
384,385,LOS SANTOS,GUARARÉ,LAS TRANCAS,,,,,,,567763.75741338,854957.314271066,cb15bb24-a9fd-4337-bcb3-eb10430f9d40
385,386,LOS SANTOS,GUARARÉ,LLANO ABAJO,6.0,0.0,6.0,0.0,0.0,0.0,564384.270588271,858558.950488645,a0a7d08b-89f2-45e0-a349-283e91941993
386,387,LOS SANTOS,GUARARÉ,PERALES,,,,,,,573225.877625988,859509.991708902,0f76c660-b5ce-4e50-8149-1899cdff379a
387,388,LOS SANTOS,LAS TABLAS,BAJO CORRAL,,,,,,,581559.958842943,838525.595518748,ea21cd48-c6e9-4500-b14c-14c47dfc682c
388,389,LOS SANTOS,LAS TABLAS,BAYANO,,,,,,,563677.501360725,839844.150100392,1369a6da-a95c-4637-99ef-c34f8f07095c
389,390,LOS SANTOS,LAS TABLAS,EL CARATE,,,,,,,576292.083074134,854523.062882331,5723a5c8-40c3-41f1-9373-6ec873ee2738
390,391,LOS SANTOS,LAS TABLAS,EL COCAL,1.0,0.0,1.0,0.0,0.0,0.0,579667.955367638,855668.78672911,06d6165f-b631-4484-9474-6a9791a24c23
391,392,LOS SANTOS,LAS TABLAS,EL MANANTIAL,,,,,,,585547.081837113,860951.125438155,19042588-e421-42f1-8049-409cc567136f
392,393,LOS SANTOS,LAS TABLAS,EL MUÑOZ,,,,,,,574912.133285854,848016.930826552,b6af7d36-6339-4d09-b0da-e45bfa0783da
393,394,LOS SANTOS,LAS TABLAS,EL PEDREGOSO,,,,,,,574597.177820698,851847.593508158,8e58d90c-f10e-41e4-8ca0-ce4dd1e4a573
394,395,LOS SANTOS,LAS TABLAS,EL SESTEADERO,,,,,,,582114.772285848,856374.947780118,d9d23a3c-7621-4a78-b616-c87af204cb2c
395,396,LOS SANTOS,LAS TABLAS,LA LAJA,,,,,,,582032.513971631,854752.333691344,d82820d5-ee1d-4df0-a831-40eb91d4bba4
396,397,LOS SANTOS,LAS TABLAS,LA MIEL,,,,,,,573811.2148946,836053.950144078,c9c7395a-1918-4314-8fec-3f156f415713
397,398,LOS SANTOS,LAS TABLAS,LA PALMA,3.0,0.0,3.0,0.0,0.0,0.0,588833.980199584,851608.010835522,48a65b1b-4a5f-4704-bf96-6f8880958e9e
398,399,LOS SANTOS,LAS TABLAS,LA TIZA,1.0,0.0,0.0,0.0,0.0,1.0,577975.848082109,856982.388923276,f9de748c-aa0e-4f9f-98e7-0699fbb3371d
399,400,LOS SANTOS,LAS TABLAS,LAS PALMITAS,,,,,,,576917.086341625,858692.781827781,6afa0db8-e754-4e32-9f73-d1f834beb083
400,401,LOS SANTOS,LAS TABLAS,LAS TABLAS (CABECERA),14.0,0.0,11.0,0.0,0.0,3.0,579715.298253644,859413.355226016,a7a51bcc-61a2-4001-8e4e-f2d42f0d94b2
401,402,LOS SANTOS,LAS TABLAS,LAS TABLAS ABAJO,,,,,,,582992.597604513,863138.410473773,fe2645a6-9eeb-46c9-acc1-24798e1d3a9c
402,403,LOS SANTOS,LAS TABLAS,NUARIO,,,,,,,577190.53497779,831274.856042091,0c32de61-bb16-4f0f-9dd3-b7342e088128
403,404,LOS SANTOS,LAS TABLAS,PALMIRA,,,,,,,571521.070348786,849208.422722769,82dd3287-1457-412e-99e7-30b8e5b48b58
404,405,LOS SANTOS,LAS TABLAS,PEÑA BLANCA,,,,,,,579956.558669797,852909.979309154,15b3617c-23c3-453b-b56f-9425415e2bfa
405,406,LOS SANTOS,LAS TABLAS,RÍO HONDO,,,,,,,571237.934829406,852720.604183543,ccd3b169-512d-4cbf-8ad7-6e2f88a05385
406,407,LOS SANTOS,LAS TABLAS,SAN JOSÉ,,,,,,,583651.55657391,848963.346701781,18c48b3d-d578-48ae-b953-dc136fbeaada
407,408,LOS SANTOS,LAS TABLAS,SAN MIGUEL,,,,,,,579730.602135714,845318.54685162,30c8c57e-1456-4cc4-b2cf-9dd0500f19d1
408,409,LOS SANTOS,LAS TABLAS,SANTO DOMINGO,4.0,0.0,3.0,0.0,0.0,1.0,586741.525645803,856448.129346899,0ec02e3a-964d-45b0-926f-5e0dc3fea177
409,410,LOS SANTOS,LAS TABLAS,VALLE RICO,1.0,0.0,1.0,0.0,0.0,0.0,570490.378637154,840950.699492952,3eebfb45-4e83-48b5-9765-6b678f98dbdf
410,411,LOS SANTOS,LAS TABLAS,VALLERRIQUITO,,,,,,,576389.973304202,843135.260395236,7cec2f5e-07fe-4c86-a824-4e33fa7c9e04
411,412,LOS SANTOS,LOS SANTOS,AGUA BUENA,,,,,,,566197.078645631,864525.089378607,12dfeeb5-880f-4ae1-87c6-54594f3e08c1
412,413,LOS SANTOS,LOS SANTOS,EL EJIDO,2.0,0.0,0.0,0.0,0.0,2.0,568897.352413222,874879.873755574,9346ce5d-18dc-4c87-a21b-4053c6fbff7c
413,414,LOS SANTOS,LOS SANTOS,EL GUÁSIMO,,,,,,,552349.628684648,865779.889579281,659c2c08-1274-4843-bf52-dff8d84cac84
414,415,LOS SANTOS,LOS SANTOS,LA COLORADA,8.0,0.0,0.0,1.0,0.0,7.0,548758.600709507,865827.804368897,82f123c9-940f-446d-82a4-5d11aebfb236
415,416,LOS SANTOS,LOS SANTOS,LA ESPIGADILLA,4.0,0.0,3.0,0.0,0.0,1.0,566464.029255774,871424.421796263,17cfb5a8-c0a1-4313-b70f-0e02762570a1
416,417,LOS SANTOS,LOS SANTOS,LA VILLA DE LOS SANTOS (CABECERA),18.0,0.0,9.0,0.0,1.0,8.0,560114.027682782,873099.189748025,23fdb415-6219-4484-9a5d-0fa7acee5cdc
417,418,LOS SANTOS,LOS SANTOS,LAS CRUCES,,,,,,,561813.20998,862928.035059816,abf6c00f-c177-4c17-a106-c0e90843e1e9
418,419,LOS SANTOS,LOS SANTOS,LAS GUABAS,,,,,,,555585.134900503,864554.931214106,e36f7082-9cda-4351-9ea6-6565d05c34e1
419,420,LOS SANTOS,LOS SANTOS,LLANO LARGO,4.0,0.0,2.0,0.0,0.0,2.0,563505.737464241,874411.005476011,f0cc9620-658b-430f-a4c3-6e92c1b59855
420,421,LOS SANTOS,LOS SANTOS,LOS ÁNGELES,,,,,,,572264.495735156,872096.386777233,5f43fd4e-e3eb-4bb3-bccb-7e5f57730fa8
421,422,LOS SANTOS,LOS SANTOS,LOS OLIVOS,1.0,0.0,0.0,0.0,0.0,1.0,555302.806544845,874599.448132759,e57ecadf-5141-478f-bb3f-774fb96f0371
422,423,LOS SANTOS,LOS SANTOS,SABANA GRANDE,4.0,0.0,1.0,0.0,1.0,2.0,570253.598466282,866834.205970802,f0fce32c-f754-4f3a-8527-76ede3425dbc
423,424,LOS SANTOS,LOS SANTOS,SANTA ANA,,,,,,,570276.137480018,879446.976725704,5b686109-954a-473d-959d-425b8f050362
424,425,LOS SANTOS,LOS SANTOS,TRES QUEBRADAS,,,,,,,565256.132110303,867960.860336328,93ff6bf9-40cd-4933-b4fe-62abffcd5d08
425,426,LOS SANTOS,LOS SANTOS,VILLA LOURDES,,,,,,,558595.44163464,863551.760640169,9d0aecfd-dd22-4989-b962-5facddd89bec
426,427,LOS SANTOS,MACARACAS,BAHÍA HONDA,,,,,,,560946.268102031,852754.064415879,61fc7317-354c-4bf8-9c5e-aef3676b7d95
427,428,LOS SANTOS,MACARACAS,BAJOS DE GÜERA,,,,,,,541469.278516116,836918.632289095,55f25fc6-e7b5-4fc2-853d-eac26a28ea28
428,429,LOS SANTOS,MACARACAS,CHUPÁ,1.0,0.0,0.0,0.0,0.0,1.0,547584.615423987,860529.769078228,6fb56d97-33d6-461c-ba51-64eecaf902a6
429,430,LOS SANTOS,MACARACAS,COROZAL,,,,,,,557777.43319358,856438.212710953,7553143f-52e5-4249-b98c-4669455d9226
430,431,LOS SANTOS,MACARACAS,EL CEDRO,,,,,,,551944.385418289,859574.776855742,b6bbc9a3-a974-4769-9e96-a20ca50e9f57
431,432,LOS SANTOS,MACARACAS,ESPINO AMARILLO,,,,,,,559282.986068504,849378.294991437,596cb3a7-54f0-4f04-8e4a-7780a3abb4c9
432,433,LOS SANTOS,MACARACAS,LA MESA,,,,,,,541934.407302899,844209.046131116,eb41c09c-936c-4248-87d5-3fe9871b7170
433,434,LOS SANTOS,MACARACAS,LAS PALMAS,,,,,,,554764.69312242,848478.563450138,824b3d5b-b3ba-4f68-b83d-926dbe974ef8
434,435,LOS SANTOS,MACARACAS,LLANO DE PIEDRA,1.0,0.0,0.0,0.0,0.0,1.0,549653.767975321,844166.080563489,be8a14de-0380-4661-a594-22cc0533ea7a
435,436,LOS SANTOS,MACARACAS,MACARACAS (CABECERA),23.0,0.0,15.0,0.0,0.0,8.0,554347.477501592,855894.808903631,b22de256-5995-405b-8ba7-b699e72037ff
436,437,LOS SANTOS,MACARACAS,MOGOLLÓN,,,,,,,557475.092729946,841982.320562709,48c7b488-da4f-4fe0-8407-21aa40d8ea3f
437,438,LOS SANTOS,PEDASÍ,LOS ASIENTOS,,,,,,,596932.186900587,828649.82098596,d3cea5eb-52d0-4fa0-9a6a-d1b0a2417f0d
438,439,LOS SANTOS,PEDASÍ,MARIABÉ,,,,,,,603949.55378057,838436.201818873,f10df2c1-47a5-40fe-93af-e7ed00346bee
439,440,LOS SANTOS,PEDASÍ,ORIA ARRIBA,,,,,,,589544.717777446,826490.532916679,b0e4cc22-911c-469a-85a0-fa709ab19d85
440,441,LOS SANTOS,PEDASÍ,PEDASÍ (CABECERA),6.0,0.0,2.0,0.0,0.0,4.0,605007.79255529,829018.394394523,bb4137e4-95ec-4349-bdf9-6f8ef9d26bdf
441,442,LOS SANTOS,PEDASÍ,PURIO,,,,,,,600680.22904361,839716.960660892,16dad0be-29e8-4788-8958-d67324371f0e
442,443,LOS SANTOS,POCRÍ,EL CAÑAFÍSTULO,,,,,,,586867.02441308,841280.438511196,98ec0439-35f4-4ab2-bb92-c54380e11160
443,444,LOS SANTOS,POCRÍ,LAJAMINA,,,,,,,594925.83471534,838052.537569703,f13a7bc8-88b9-4a8f-b3a8-05439ae2fe8b
444,445,LOS SANTOS,POCRÍ,PARAÍSO,,,,,,,593094.559219541,851094.723912895,e32d7628-3b32-44e7-b54e-f25aa8d12f5d
445,446,LOS SANTOS,POCRÍ,PARITILLA,,,,,,,590363.696525121,839785.592452943,9efb161e-0e87-49b1-bcd4-3247dc695ecd
446,447,LOS SANTOS,POCRÍ,POCRÍ (CABECERA),,,,,,,597673.377754652,845584.307681677,42088f3f-c6e8-4c9f-91b1-59b5359a52b5
447,448,LOS SANTOS,TONOSÍ,ALTOS DE GÜERA,,,,,,,543178.745537932,831596.853479789,f5b9f2d2-0c21-4708-a6fe-3db1de95179d
448,449,LOS SANTOS,TONOSÍ,CAMBUTAL,,,,,,,548116.292527955,805890.18373882,2d1c5217-bb28-4d4e-ac18-be67fa0dab61
449,450,LOS SANTOS,TONOSÍ,CAÑAS,,,,,,,578711.913787459,825184.342681022,2801a3c1-b8de-4410-9380-61d1aa6dfae9
450,451,LOS SANTOS,TONOSÍ,EL BEBEDERO,,,,,,,555525.844755368,820628.794772161,8f42b025-8a9f-4478-89d0-f18610ba31c0
451,452,LOS SANTOS,TONOSÍ,EL CACAO,8.0,0.0,8.0,0.0,0.0,0.0,565675.178480496,823436.696632775,67a9e948-3644-4b94-b363-fd3412309642
452,453,LOS SANTOS,TONOSÍ,EL CORTEZO,,,,,,,537541.81595935,822129.200758642,99f9aa76-eba0-4c28-8bb5-f1fe70b291db
453,454,LOS SANTOS,TONOSÍ,FLORES,1.0,0.0,1.0,0.0,0.0,0.0,562270.98493234,830588.549690684,8ff935bf-a11f-4bda-bb6e-19bb1e4f2334
454,455,LOS SANTOS,TONOSÍ,GUÁNICO,,,,,,,555335.378606289,811103.51147911,7caf71d7-0528-4cf1-8639-e9975d27bfdf
455,456,LOS SANTOS,TONOSÍ,ISLA DE CAÑAS,,,,,,,574151.711382938,819880.383032613,3727cee7-7315-419c-ae3e-840c01e443a9
456,457,LOS SANTOS,TONOSÍ,LA TRONOSA,,,,,,,547299.472625871,824086.252522156,2e6709ea-b976-45ad-ad73-91ca5bb7417a
457,458,LOS SANTOS,TONOSÍ,TONOSÍ (CABECERA),15.0,0.0,14.0,0.0,1.0,0.0,566226.783550965,815332.27091325,f857e19b-9448-4a44-9124-8605b3b1b779
458,459,PANAMÁ,BALBOA,LA ENSENADA,,,,,,,734412.201561503,923647.099806631,0552b6af-ac35-479d-9e63-11ed162425f4
459,460,PANAMÁ,BALBOA,LA ESMERALDA,1.0,0.0,1.0,0.0,0.0,0.0,728983.992653008,917374.851706164,9914ddb7-c3d9-48f3-9239-2e56dff22867
460,461,PANAMÁ,BALBOA,LA GUINEA,2.0,0.0,1.0,0.0,0.0,1.0,727369.944824244,922806.812932527,ab3ae807-17d4-4300-b554-cbce2014380c
461,462,PANAMÁ,BALBOA,PEDRO GONZÁLEZ,,,,,,,708254.192062698,917963.71239888,20db5f80-e603-4004-8b16-2c5a362606f1
462,463,PANAMÁ,BALBOA,SABOGA,,,,,,,713235.23570865,953778.001772111,56ac294f-1dc8-4451-b541-125db3706968
463,464,PANAMÁ,BALBOA,SAN MIGUEL (CABECERA),4.0,0.0,4.0,0.0,0.0,0.0,728385.84365421,932040.06808631,a91d0e40-4f7a-48ef-ad06-4bf5c0f599c4
464,465,PANAMÁ,CHEPO,CAÑITA,85.0,2.0,63.0,0.0,0.0,20.0,738126.626921739,1028707.13656581,d4c2ca01-d058-4608-84a5-d5dd70c3d847
465,466,PANAMÁ,CHEPO,CHEPILLO,,,,,,,705695.870740006,990002.166810226,3958e6f5-7497-48fb-abd1-b8a4dcc4a809
466,467,PANAMÁ,CHEPO,CHEPO (CABECERA),901.0,17.0,357.0,21.0,2.0,504.0,711404.188875004,1011196.30141912,df7e785b-58ee-46bc-acdb-e633707ae708
467,468,PANAMÁ,CHEPO,COMARCAL KUNA DE MADUNGANDI,32.0,1.0,0.0,0.0,0.0,31.0,783634.568509253,1012076.55872033,313b0906-efe9-4eb0-ba24-25d3a5585b93
468,469,PANAMÁ,CHEPO,EL LLANO,64.0,0.0,48.0,0.0,0.0,16.0,730698.635675695,1012195.13694029,128b22e3-8295-4c71-8f0e-f82a1068845d
469,470,PANAMÁ,CHEPO,LAS MARGARITAS,116.0,1.0,42.0,3.0,0.0,70.0,704923.296239232,1025339.11314217,0788228d-0338-48c2-b8c3-05e9494cfc04
470,471,PANAMÁ,CHEPO,SANTA CRUZ DE CHININA,,,,,,,720695.542022977,996586.137879514,564e7e15-8903-499a-92f5-fa8b31fe2499
471,472,PANAMÁ,CHEPO,TORTI,136.0,0.0,41.0,3.0,1.0,91.0,774586.996343415,990089.021317306,aa8974ab-41f8-4f8c-be81-043757f96ede
472,473,PANAMÁ,CHIMÁN,BRUJAS,,,,,,,775311.112711667,949686.076913644,57cc68d0-bfbc-458b-9ab1-16e02c77da1e
473,474,PANAMÁ,CHIMÁN,CHIMAN (CABECERA),1.0,0.0,1.0,0.0,0.0,0.0,768906.668581714,968700.223067085,2c6ca66a-1243-418d-8afc-f3437065971d
474,475,PANAMÁ,CHIMÁN,GONZALO VASQUEZ,,,,,,,781792.690725621,932281.79562975,18b40a2f-dd8b-44d2-ab2c-2d7486bfe604
475,476,PANAMÁ,CHIMÁN,PASIGA,,,,,,,739218.036542054,984657.916789353,cfdf16b6-a457-481e-915f-4bc359a150c5
476,477,PANAMÁ,CHIMÁN,UNION SANTEÑA,2.0,0.0,2.0,0.0,0.0,0.0,754856.772733604,977812.882509719,18760118-c18c-4be6-b710-f0676d95de21
477,478,PANAMÁ,PANAMÁ,BELLA VISTA,582.0,17.0,207.0,21.0,3.0,334.0,662127.704952599,993505.492937174,d6d37d64-b980-42aa-a7e6-172779a841d1
478,479,PANAMÁ,PANAMÁ ,24 DE DICIEMBRE,2121.0,55.0,657.0,54.0,2.0,1353.0,679893.863807755,1008192.59312699,7cd720d7-ddc8-4dff-9af9-3498b79ee736
479,480,PANAMÁ,PANAMÁ ,ALCALDE DIAZ,1410.0,22.0,475.0,24.0,1.0,888.0,663662.876270244,1009823.32640705,70f8cbb8-dfa9-4180-af72-2f6548a7a938
480,481,PANAMÁ,PANAMÁ ,ANCON,715.0,14.0,190.0,16.0,3.0,492.0,653066.710363443,1002101.85493998,a2c494b2-19be-494d-bcdf-2a6ca0a437e8
481,482,PANAMÁ,PANAMÁ ,BETANIA,728.0,18.0,225.0,25.0,4.0,456.0,661842.249407181,996527.274427557,8ed61101-b182-430e-99fa-965375978d63
482,483,PANAMÁ,PANAMÁ ,CAIMITILLO,353.0,8.0,127.0,2.0,0.0,216.0,671172.467361007,1031242.01328413,be63b347-8bb2-44ec-a72a-05b476bd4d0b
483,484,PANAMÁ,PANAMÁ ,CALIDONIA,643.0,19.0,141.0,26.0,2.0,455.0,660990.921765913,991703.893730012,2caba936-404f-4c6c-a9c7-3c0cee648391
484,485,PANAMÁ,PANAMÁ ,CHILIBRE,1035.0,19.0,355.0,14.0,2.0,645.0,653404.720662127,1012073.9488144,8a15ec45-991a-45c6-8a39-d4125ef9a110
485,486,PANAMÁ,PANAMÁ ,CURUNDU,837.0,10.0,100.0,20.0,2.0,705.0,660089.00775937,991798.720747664,ec0f6628-2243-4d19-afa6-d7a16acacf6f
486,487,PANAMÁ,PANAMÁ ,DON BOSCO,750.0,10.0,270.0,17.0,2.0,451.0,673927.207359673,999294.039904188,bab1ef29-89ab-4eb7-892f-e3dda1042308
487,488,PANAMÁ,PANAMÁ ,EL CHORRILLO,1083.0,24.0,191.0,31.0,4.0,833.0,660007.616304632,989646.463478672,5ada7095-aa53-495a-90ac-06c6bac8b926
488,489,PANAMÁ,PANAMÁ ,ERNESTO CORDOBA CAMPOS,1209.0,12.0,406.0,14.0,0.0,777.0,665662.215397048,1006320.36806308,9cc01eda-daf9-4d79-8b8c-45013eedaca8
489,490,PANAMÁ,PANAMÁ ,JUAN DIAZ,1612.0,36.0,569.0,62.0,4.0,941.0,670159.343532546,998898.796423326,eb695017-e5d6-466f-a50e-e7cd3f883936
490,491,PANAMÁ,PANAMÁ ,LAS CUMBRES,1208.0,17.0,422.0,16.0,2.0,751.0,658897.573485608,1005096.15057381,620d7bfb-d12f-42d0-ad4e-9be0cf4b2cda
491,492,PANAMÁ,PANAMÁ ,LAS GARZAS,332.0,6.0,90.0,8.0,0.0,228.0,695792.276211286,1003108.34428381,0864cd8b-dbf0-400a-888e-29c560869bcd
492,493,PANAMÁ,PANAMÁ ,LAS MAÑANITAS,1225.0,30.0,470.0,28.0,5.0,692.0,673124.49938727,1008688.88932711,4bf1ec4d-9c37-41bb-a2dc-46160a287db1
493,494,PANAMÁ,PANAMÁ ,PACORA,2121.0,42.0,608.0,21.0,2.0,1448.0,683623.799709233,1011930.49325254,a3564b92-8560-4c5c-ad35-5821433d679e
494,495,PANAMÁ,PANAMÁ ,PARQUE LEFEVRE,791.0,19.0,234.0,28.0,4.0,506.0,666455.640363601,996778.542382678,c7bccd4d-17a2-4976-bc0b-66581f9afe76
495,496,PANAMÁ,PANAMÁ ,PEDREGAL,1699.0,34.0,613.0,30.0,3.0,1019.0,671702.70125434,1005910.79055861,917796be-9d61-407e-8b38-e2403162a2cf
496,497,PANAMÁ,PANAMÁ ,PUEBLO NUEVO,448.0,13.0,136.0,6.0,1.0,292.0,663384.493494927,996490.428829251,de30d284-f128-4cbc-a354-bb22b1e71172
497,498,PANAMÁ,PANAMÁ ,RIO ABAJO,840.0,17.0,249.0,11.0,0.0,563.0,665587.948214548,997850.517475685,a01a8a70-e1b3-47dc-ae89-accbf911a3c0
498,499,PANAMÁ,PANAMÁ ,SAN FELIPE,89.0,3.0,15.0,2.0,0.0,69.0,661037.34242714,989931.112565429,e17cc049-dea9-4859-98e0-cdfa14b3127b
499,500,PANAMÁ,PANAMÁ ,SAN FRANCISCO,1024.0,20.0,309.0,20.0,2.0,673.0,664013.17171009,994173.508235701,be342012-7adb-417b-bd3b-3bc2dd3b7ce6
500,501,PANAMÁ,PANAMÁ ,SAN MARTIN,195.0,2.0,49.0,1.0,1.0,142.0,691983.696097918,1019438.55109782,4b308d11-47fd-44a0-8769-04fad51743fb
501,502,PANAMÁ,PANAMÁ ,SANTA ANA,601.0,13.0,172.0,22.0,4.0,390.0,660373.15745563,990350.044744262,ec755dda-4500-48f3-a6e7-6201239ca478
502,503,PANAMÁ,PANAMÁ ,TOCUMEN,2457.0,60.0,742.0,68.0,5.0,1582.0,678450.172464337,1004897.0634934,cb5fb864-21c4-4c5d-bcad-c92a3bdbec34
503,504,PANAMÁ,SAN MIGUELITO,AMELIA DENIS DE ICAZA,1118.0,28.0,322.0,30.0,5.0,733.0,663313.899333769,999738.890909628,06b8e5e5-d627-4b69-a0e9-13aeb3446022
504,505,PANAMÁ,SAN MIGUELITO,ARNULFO ARIAS,1054.0,17.0,272.0,21.0,2.0,742.0,666839.670977911,1002451.31839327,7b248c67-1781-4f95-b784-da23329bb99d
505,506,PANAMÁ,SAN MIGUELITO,BELISARIO FRIAS,1587.0,35.0,517.0,32.0,7.0,996.0,665894.384359435,1003686.64212083,21a8fec1-2a5e-4f24-a169-a3e3a6963f05
506,507,PANAMÁ,SAN MIGUELITO,BELISARIO PORRAS,1942.0,26.0,560.0,54.0,2.0,1300.0,665006.405575937,1001148.5809929,67a865fe-0d16-4f02-b843-fc64448abe30
507,508,PANAMÁ,SAN MIGUELITO,JOSE DOMINGO ESPINAR,710.0,16.0,268.0,27.0,4.0,395.0,667275.586375651,1000613.18537595,218ba393-4a3a-42b4-9b3e-26f39223de38
508,509,PANAMÁ,SAN MIGUELITO,MATEO ITURRALDE,341.0,7.0,139.0,9.0,1.0,185.0,665302.491594744,998936.065934815,4bc5e3b2-df90-422c-a4b5-22cd39a84b49
509,510,PANAMÁ,SAN MIGUELITO,OMAR TORRIJOS,1257.0,19.0,427.0,25.0,4.0,782.0,662523.021174812,1001805.20639432,bb9e8816-2930-4bf3-a9db-0993088e734c
510,511,PANAMÁ,SAN MIGUELITO,RUFINA ALFARO,626.0,12.0,235.0,16.0,0.0,363.0,669528.218421134,1002925.23176245,110ff8bd-60fb-4abc-8cb8-5e2e3fdd2edd
511,512,PANAMÁ,SAN MIGUELITO,VICTORIANO LORENZO,387.0,9.0,136.0,8.0,2.0,232.0,664227.645769523,998681.77562102,7939ea22-093a-4fa7-aba7-3bc5bc5e7a73
512,513,PANAMÁ,TABOGA,OTOQUE OCCIDENTE,,,,,,,653437.578427432,951063.788110094,d6c56a01-75a5-4382-87c8-27db315ecbf4
513,514,PANAMÁ,TABOGA,OTOQUE ORIENTE,17.0,0.0,17.0,0.0,0.0,0.0,654424.616412143,951037.802867135,03444974-9e4c-40a6-8466-2f44dc2839a2
514,515,PANAMÁ,TABOGA,TABOGA (CABECERA),27.0,0.0,16.0,0.0,0.0,11.0,658892.937900596,971976.785930142,4f5c7a47-c1fc-4235-8b3a-7264bd9f4881
515,516,PANAMÁ OESTE,ARRAIJÁN,ARRAIJAN (CABECERA),2350.0,31.0,649.0,48.0,8.0,1614.0,651317.541851669,991154.619622026,02f499e3-7a7f-4638-85b7-416bd1287aef
516,517,PANAMÁ OESTE,ARRAIJÁN,BURUNGA,894.0,11.0,279.0,13.0,1.0,590.0,646792.38673797,994553.362240383,cd0c3261-31f1-4049-962e-97f0f615465f
517,518,PANAMÁ OESTE,ARRAIJÁN,CERRO SILVESTRE,420.0,7.0,137.0,4.0,0.0,272.0,645148.19810091,987725.869379904,52b29575-6d98-4e7a-9da0-81d2bb2e7bee
518,519,PANAMÁ OESTE,ARRAIJÁN,JUAN DEMOSTENES AROSEMENA,1012.0,8.0,340.0,10.0,2.0,652.0,639405.183974092,988520.559136504,c18b6caa-7b05-4a77-8f70-cb8b67a8f1c7
519,520,PANAMÁ OESTE,ARRAIJÁN,NUEVO EMPERADOR,187.0,1.0,74.0,3.0,0.0,109.0,641391.643495929,999390.880982883,f6e7b4c7-95cd-4384-8c64-5e28bf060e37
520,521,PANAMÁ OESTE,ARRAIJÁN,SANTA CLARA,27.0,1.0,18.0,0.0,0.0,8.0,636498.358562542,1002963.70449974,c44ccf24-3272-45e3-b695-18ce53eae6f0
521,522,PANAMÁ OESTE,ARRAIJÁN,VERACRUZ,657.0,10.0,183.0,25.0,2.0,437.0,653586.891962492,986051.586561789,969ed49a-83dd-45cc-ae87-81b6f8846202
522,523,PANAMÁ OESTE,ARRAIJÁN,VISTA ALEGRE,1878.0,28.0,682.0,37.0,3.0,1128.0,643916.418574624,984252.563404624,0c7fc5b9-773f-4de8-b185-75dbc6aa0a4a
523,524,PANAMÁ OESTE,CAPIRA,CAIMITO,9.0,0.0,4.0,0.0,0.0,5.0,613991.21292834,973912.1160629,81013518-2ef1-48fb-b80b-2438698b166b
524,525,PANAMÁ OESTE,CAPIRA,CAMPANA,12.0,0.0,3.0,0.0,0.0,9.0,624383.543004254,961020.039746892,0eb0e4f6-2fc1-4e8b-954b-c4c60693d2c8
525,526,PANAMÁ OESTE,CAPIRA,CAPIRA (CABECERA),109.0,4.0,52.0,2.0,1.0,50.0,627162.396838873,968949.345535441,5e3c55e0-25d0-4809-82a7-5803cecfaf1f
526,527,PANAMÁ OESTE,CAPIRA,CERMEÑO,2.0,0.0,1.0,0.0,0.0,1.0,632291.446510941,964621.600484369,74bf9fe3-9787-44fb-8fd5-cd2327243417
527,528,PANAMÁ OESTE,CAPIRA,CIRI DE  LOS SOTOS,,,,,,,598665.778663587,987554.534872496,115307c9-092b-4835-ab26-6252c962aa34
528,529,PANAMÁ OESTE,CAPIRA,CIRI GRANDE,2.0,0.0,1.0,0.0,0.0,1.0,600054.579266886,970231.48428455,87fbaa9e-6a38-4f5c-8571-3818be120a33
529,530,PANAMÁ OESTE,CAPIRA,EL CACAO,6.0,1.0,2.0,0.0,0.0,3.0,607072.969532008,966767.791994286,9a770c0e-2031-47c6-8bd3-1349193c51a9
530,531,PANAMÁ OESTE,CAPIRA,LA TRINIDAD,3.0,0.0,2.0,0.0,0.0,1.0,608472.700906336,985250.149997429,467d5f4f-0334-4d49-ad65-3c427d5cae11
531,532,PANAMÁ OESTE,CAPIRA,LAS OLLAS ARRIBA,11.0,0.0,2.0,0.0,0.0,9.0,620358.031773481,972647.01690215,e976952e-cbbe-44b5-bc6d-438ef6394016
532,533,PANAMÁ OESTE,CAPIRA,LIDICE,61.0,0.0,18.0,2.0,0.0,41.0,617342.81080208,967360.965629889,085889e6-6b2a-4a4e-8d52-242abd231648
533,534,PANAMÁ OESTE,CAPIRA,SANTA ROSA,7.0,0.0,2.0,0.0,0.0,5.0,597726.964737117,979509.419226456,99e1927c-d98f-4a40-a515-20274b700cc9
534,535,PANAMÁ OESTE,CAPIRA,VILLA CARMEN,10.0,0.0,5.0,0.0,0.0,5.0,624403.224696751,973403.624619194,b74a39c7-5b6b-4755-b5bb-7eec3711c44c
535,536,PANAMÁ OESTE,CAPIRA,VILLA ROSARIO,47.0,1.0,16.0,0.0,0.0,30.0,625360.336207362,971989.432150565,87d61c68-c461-4de0-b191-afb06543af69
536,537,PANAMÁ OESTE,CHAME,BEJUCO,33.0,1.0,13.0,0.0,0.0,19.0,622325.194370521,953360.864371046,30f4de9d-ffbc-4158-8063-d085e52cdb5f
537,538,PANAMÁ OESTE,CHAME,BUENOS AIRES,4.0,0.0,4.0,0.0,0.0,0.0,615443.644675476,955323.71701149,e6d97927-05f3-4aa4-9d12-ba6e93e6df5a
